	young	middle	old
YGL123W	3204.55	1347.245	1539.643
YGL125W	201.703	78.542	176.116
YGL126W	33.845	16.528	17.389
YGL127C	55.108	39.831	24.358
YGL128C	17.112	13.813	12.441
YGL129C	33.659	37.742	25.083
YGL130W	34.617	25.736	34.877
YGL131C	4.307	4.519	7.334
YGL133W	9.469	12.176	12.689
YGL134W	8.287	13.067	19.455
YGL135W	2222.389	1778.67	1805.04
YGL137W	175.153	67.466	61.328
YGL139W	21.319	19.438	21.834
YGL140C	17.32	18.598	21.323
YGL141W	15.075	25.948	21.828
YGL142C	11.788	12.251	12.3
YGL143C	10.242	13.742	9.078
YGL144C	5.084	10.808	7.429
YGL145W	15.552	19.11	16.182
YGL147C	2514.846	488.702	419.967
YGL148W	400.101	126.817	135.333
YGL150C	16.687	13.954	17.883
YGL151W	14.552	11.868	13.878
YGL153W	26.686	36.882	34.363
YGL155W	16.081	15.478	9.947
YGL156W	11.222	132.406	141.953
YGL159W	23.509	26.186	14.625
YGL160W	19.28	28.114	27.077
YGL161C	60.406	47.129	50.129
YGL162W	10.673	8.781	5.931
YGL163C	10.718	13.079	14.068
YGL164C	15.225	16.122	13.13
YGL166W	25.972	54.822	57.934
YGL167C	50.932	50.335	48.655
YGL169W	16.639	26.16	14.147
YGL171W	33.286	18.466	23.488
YGL172W	58.077	34.748	31.68
YGL173C	131.245	51.33	49.53
YGL174W	13.334	17.29	17.701
YGL178W	19.988	52.067	53.804
YGL179C	6.152	16.015	16.964
YGL180W	9.658	59.853	75.045
YGL181W	60.067	84.688	91.989
YGL184C	20.883	72.988	94.052
YGL185C	14.142	15.873	20.287
YGL186C	47.894	48.823	66.656
YGL187C	250.711	1413.65	971.173
YGL189C	2418.594	1432.743	1449.269
YGL190C	34.886	41.439	45.699
YGL191W	451.039	2965.269	2323.467
YGL192W	7.806	14.22	9.197
YGL194C	18.741	37.466	25.378
YGL194C-A	16.15	23.231	15.725
YGL195W	89.164	36.146	33.66
YGL196W	31.166	34.736	49.106
YGL197W	16.256	20.865	21.312
YGL198W	94.65	56.821	42.066
YGL200C	267.954	103.348	114.069
YGL201C	27.247	10.78	11.936
YGL202W	430.303	126.644	148.547
YGL203C	41.076	31.096	24.591
YGL206C	185.604	123.625	123.193
YGL207W	108.441	63.168	44.302
YGL208W	21.022	72.519	71.058
YGL209W	37.035	12.244	12.642
YGL210W	39.122	46.991	41.618
YGL211W	21.355	15.303	13.608
YGL212W	22.635	23.447	22.446
YGL213C	49.015	21.313	33.756
YGL215W	30.372	195.571	155.929
YGL216W	16.103	11.789	14.723
YGL219C	24.353	67.605	67.859
YGL220W	92.729	49.702	41.41
YGL221C	97.784	47.395	39.557
YGL222C	88.264	178.947	135.126
YGL223C	18.425	15.585	12.951
YGL225W	382.112	118.407	104.102
YGL226C-A	214.157	112.694	108.861
YGL226W	25.836	24.445	20.512
YGL227W	13.36	30.649	41.178
YGL228W	57.629	69.644	79.095
YGL231C	106.079	91.432	109.37
YGL232W	64.321	23.401	24.485
YGL233W	17.423	15.153	15.086
YGL234W	174.378	107.3	122.655
YGL237C	22.366	34.823	57.093
YGL238W	57.789	30.328	27.021
YGL241W	18.063	17.367	12.37
YGL242C	117.465	57.976	57.085
YGL243W	9.328	6.497	8.717
YGL244W	58.104	40.125	55.213
YGL245W	683.286	226.554	209.847
YGL246C	26.027	20.815	14.122
YGL248W	18.04	57.388	54.484
YGL250W	11.222	16.412	25.221
YGL252C	30.594	38.173	37.422
YGL253W	992.329	592.083	847.232
YGL254W	10.797	8.388	7.699
YGL255W	1097.082	3183.515	2656.779
YGL256W	60.651	237.176	4.335
YGL257C	13.97	8.133	6.667
YGR001C	126.329	68.137	77.833
YGR002C	18.71	38.593	35.137
YGR003W	9.683	14.203	12.279
YGR004W	14.234	5.988	10.052
YGR005C	42.907	49.904	57.391
YGR006W	14.147	15.512	10.624
YGR007W	36.434	22.589	20.792
YGR008C	191.986	2069.449	1836.971
YGR009C	32.341	73.352	74.983
YGR010W	19.615	25.177	19.347
YGR012W	29.131	16.681	15.479
YGR013W	11.291	14.934	24.601
YGR014W	26.243	10.539	12.795
YGR015C	9.363	11.694	12.926
YGR017W	32.573	33.326	44.347
YGR019W	57.414	195.053	178.822
YGR020C	459.975	191.842	211.987
YGR023W	10.339	40.24	32.435
YGR024C	22.18	8.117	7.972
YGR026W	161.558	90.677	102.545
YGR027C	3465.575	2111.841	2444.886
YGR028W	21.579	32.628	37.061
YGR029W	34.094	34.419	37.696
YGR030C	24.982	27.695	18.396
YGR032W	10.561	146.273	173.651
YGR033C	46.637	37.566	39.321
YGR034W	2191.722	924.53	1030.31
YGR037C	947.47	551.554	568.882
YGR038W	81.141	65.453	61.701
YGR040W	13.914	18.147	16.809
YGR041W	15.259	3.366	3.513
YGR042W	7.162	27.11	27.21
YGR043C	16.534	644.155	550.722
YGR044C	13.549	25.054	19.76
YGR046W	16.511	40.617	37.952
YGR047C	12.111	6.83	8.205
YGR048W	43.922	73.723	60.836
YGR049W	41.397	48.937	32.941
YGR052W	13.534	23.968	29.836
YGR053C	4.486	10.559	8.61
YGR054W	121.059	55.996	53.353
YGR055W	286.966	229.293	110.797
YGR056W	20.897	16.359	16.88
YGR057C	6.32	18.414	15.871
YGR058W	18.702	35.701	30.187
YGR060W	412.163	1181.226	1001.92
YGR061C	159.049	67.154	69.054
YGR063C	146.076	105.33	81.482
YGR065C	33.809	387.85	464.33
YGR067C	6.741	142.747	181.08
YGR068C	10.434	8.289	5.628
YGR071C	7.758	5.997	6.273
YGR072W	19.02	18.633	19.991
YGR074W	70.72	25.715	27.457
YGR076C	35.452	46.641	29.856
YGR077C	11.818	13.735	11.541
YGR078C	92.117	41.575	25.062
YGR079W	27.238	36.263	32.41
YGR080W	71.617	70.816	86.194
YGR081C	37.374	23.659	26.943
YGR082W	147.489	80.655	87.165
YGR083C	66.063	44.867	48.435
YGR084C	36.112	22.852	21.439
YGR085C	1316.185	697.229	857.191
YGR086C	737.431	483.041	440.776
YGR087C	3.595	150.358	115.403
YGR088W	20.569	129.178	165.659
YGR089W	11.197	11.555	9.285
YGR090W	43.055	16.082	23.28
YGR091W	5.805	8.393	6.598
YGR092W	25.256	15.365	15.248
YGR093W	16.016	12.763	9.996
YGR094W	331.893	117.095	117.965
YGR095C	37.386	33.879	36.528
YGR097W	12.899	22.709	20.298
YGR098C	5.761	2.665	3.036
YGR099W	10.278	8.349	3.775
YGR100W	14.814	16.954	19.267
YGR101W	25.029	19.624	27.628
YGR102C	36.326	157.922	149.173
YGR103W	78.653	45.654	41.636
YGR104C	22.552	22.53	18.576
YGR105W	179.123	99.16	101.037
YGR106C	338.084	204.955	193.056
YGR108W	43.315	17.226	18.263
YGR110W	4.217	27.009	31.713
YGR111W	44.544	38.832	37.521
YGR112W	13.936	13.145	9.679
YGR113W	20.001	23.245	27.089
YGR116W	65.057	30.896	29.043
YGR117C	18.739	12.449	17.98
YGR118W	1564.214	1047.201	1133.556
YGR119C	51.093	22.816	34.891
YGR121C	4.017	22.037	24.415
YGR122W	11.071	11.455	19.276
YGR123C	59.921	15.745	17.347
YGR124W	496.546	186.357	188.907
YGR125W	21.551	18.171	18.281
YGR126W	12.782	46.848	52.671
YGR127W	16.259	48.102	35.79
YGR128C	44.307	20.008	14.047
YGR129W	10.028	10.177	6.029
YGR130C	69.807	94.578	110.052
YGR132C	144.928	209.442	190.28
YGR134W	6.394	7.27	6.283
YGR135W	176.824	147.032	136.342
YGR136W	145.182	296.837	258.286
YGR138C	89.3	308.788	430.403
YGR140W	10.218	7.407	5.351
YGR141W	18.577	29.722	30.677
YGR142W	22.793	116.52	164.286
YGR143W	17.609	36.958	32.541
YGR145W	24.905	16.808	15.655
YGR146C	17.252	352.528	385.294
YGR147C	30.681	48.025	30.732
YGR148C	1419.694	595.69	707.431
YGR149W	17.805	51.733	38.323
YGR150C	5.125	4.53	3.509
YGR152C	43.29	12.728	11.821
YGR154C	4.065	23.728	19.314
YGR155W	890.116	475.144	404.135
YGR156W	24.282	24.908	22.16
YGR157W	132.388	79.608	79.013
YGR158C	42.231	14.783	20.208
YGR159C	274.626	72.015	67.971
YGR161C	40.053	343.871	430.064
YGR161W-C	24.332	133.643	120.455
YGR162W	130.611	60.919	61.032
YGR163W	37.432	24.566	43.108
YGR165W	35.354	38.855	23.794
YGR166W	11.89	13.076	11.734
YGR167W	268.041	158.874	145.202
YGR169C-A	70.388	54.463	66.792
YGR170W	9.094	5.779	5.013
YGR171C	7.307	3.188	6.59
YGR172C	115.042	60.691	54.866
YGR173W	77.575	27.56	34.076
YGR174C	21.938	65.794	64.76
YGR175C	311.067	234.469	217.405
YGR177C	18.417	3.003	2.462
YGR178C	102.2	81.807	81.789
YGR179C	12.295	17.584	8.066
YGR180C	531.312	339.118	296.512
YGR181W	172.943	85.133	71.467
YGR183C	227.886	1992.83	1452.93
YGR184C	22.156	29.177	27.666
YGR185C	309.363	122.003	115.446
YGR186W	48.015	45.368	51.168
YGR187C	53.042	39.055	35.587
YGR189C	287.42	370.631	346.381
YGR191W	62.802	42.13	39.973
YGR192C	32187.983	14548.401	15744.808
YGR193C	85.898	67.48	81.062
YGR194C	15.47	23.059	21.914
YGR195W	41.666	37.756	27.767
YGR196C	19.132	26.732	27.886
YGR197C	12.517	22.04	26.37
YGR198W	15.907	11.707	11.656
YGR199W	28.712	16.88	20.433
YGR200C	45.53	16.029	19.518
YGR201C	8.211	169.444	123.425
YGR202C	44.058	34.762	39.689
YGR203W	54.164	28.795	23.178
YGR204W	368.107	137.633	149.095
YGR205W	47.855	26.187	21.158
YGR206W	39.417	53.669	58.414
YGR207C	105.645	98.417	91.841
YGR208W	60.425	31.879	23.777
YGR209C	1234.062	2144.294	2122.165
YGR210C	49.251	18.579	20.635
YGR211W	106.076	73.751	86.66
YGR214W	1354.062	572.211	629.797
YGR215W	99.461	108.432	62.558
YGR216C	10.135	9.351	11.131
YGR217W	6.285	6.387	5.026
YGR218W	99.915	61.111	77.243
YGR220C	46.798	42.17	39.767
YGR222W	16.311	16.408	19.128
YGR223C	11.987	8.419	10.557
YGR227W	24.095	12.043	13.426
YGR229C	66.9	47.166	44.576
YGR231C	131.723	100.384	95.523
YGR232W	85.768	65.575	61.136
YGR233C	26.652	21.496	19.778
YGR234W	460.814	420.674	256.192
YGR235C	70.838	189.28	143.111
YGR237C	15.608	22.935	30.159
YGR238C	4.853	15.161	8.814
YGR239C	16.671	134.641	141.32
YGR240C	668.462	303.73	267.735
YGR241C	26.407	18.45	14.199
YGR243W	25.839	599.246	420.32
YGR244C	104.689	181.95	166.756
YGR245C	34.399	16.977	16.314
YGR246C	18.456	26.426	27.589
YGR247W	23.546	20.551	17.854
YGR248W	24.784	122.231	122.908
YGR250C	33.595	358.928	278.244
YGR251W	25.353	41.5	26.584
YGR252W	18.608	9.001	10.045
YGR253C	218.253	213.549	207.177
YGR254W	2952.5	10605.816	10300.56
YGR255C	23.254	20.811	15.063
YGR256W	5.586	208.301	176.993
YGR257C	13.484	20.641	18.682
YGR258C	8.233	22.462	21.927
YGR260W	67.825	59.148	58.959
YGR261C	34.058	15.038	16.536
YGR262C	43.672	22.462	28.613
YGR263C	12.302	12.999	9.729
YGR264C	210.5	87.06	74.163
YGR266W	30.012	8.629	4.479
YGR267C	94.208	56.556	69.84
YGR268C	22.733	47.62	56.469
YGR270W	20.706	14.539	12.935
YGR271C-A	40.006	21.532	20.247
YGR271W	11.594	11.365	10.158
YGR274C	15.09	10.326	12.842
YGR275W	69.771	49.717	40.799
YGR276C	25.036	24.218	23.817
YGR277C	30.069	18.381	25.811
YGR278W	12.445	10.878	11.866
YGR279C	782.108	285.664	332.922
YGR280C	35.771	13.775	12.208
YGR281W	15.372	13.946	16.976
YGR282C	1017.491	963.681	1245.465
YGR284C	145.702	150.538	117.654
YGR285C	729.594	242.466	217.315
YGR286C	36.786	144.354	259.405
YGR295C	71.457	172.374	148.338
YHL001W	1121.939	592.42	627.238
YHL002W	30.527	67.46	61.083
YHL003C	88.393	39.511	35.362
YHL004W	53.198	27.91	31.967
YHL007C	31.971	24.361	24.318
YHL008C	11.057	40.935	38.9
YHL009C	28.698	23.269	33.283
YHL010C	9.609	21.124	20.774
YHL011C	161.132	100.088	99.427
YHL013C	32.781	27.604	28.024
YHL014C	12.177	8.804	6.738
YHL015W	6030.115	1616.899	1581.04
YHL016C	2.178	22.691	46.556
YHL017W	29.588	18.877	23.429
YHL019C	10.942	10.315	9.244
YHL020C	34.617	33.779	50.468
YHL021C	63.666	108.545	129.703
YHL023C	8.46	7.09	7.231
YHL024W	17.697	173.244	181.838
YHL025W	25.13	25.404	25.767
YHL026C	5.883	8.441	5.733
YHL027W	43.951	102.248	129.117
YHL028W	21.138	8.458	10.805
YHL029C	13.005	17.758	27.104
YHL030W	31.915	13.02	11.229
YHL031C	65.321	55.78	50.292
YHL032C	6.021	37.916	39.495
YHL033C	1211.378	658.888	732.41
YHL034C	493.088	208.793	224.055
YHL035C	2.36	8.703	7.996
YHL036W	18.016	56.163	35.803
YHL038C	9.873	9.983	6.826
YHL039W	25.372	29.935	28.458
YHL040C	32.475	476.211	339.649
YHL047C	23.792	407.186	426.691
YHL048W	29.031	74.63	66.744
YHR001W	51.585	34.769	48.507
YHR001W-A	335.417	2634.144	2214.969
YHR002W	8.135	14.039	11.82
YHR003C	34.849	23.16	19.759
YHR004C	10.062	19.897	17.123
YHR005C-A	500.006	186.837	153.192
YHR006W	28.671	108.123	116.847
YHR007C	254.24	285.721	289.955
YHR008C	422.918	813.906	876.646
YHR009C	50.361	39.97	44.135
YHR010W	2984.514	1359.204	1328.64
YHR012W	54.512	40.062	44.439
YHR013C	117.674	39.928	44.978
YHR016C	44.036	32.893	30.984
YHR017W	19.512	23.344	12.879
YHR018C	110.231	172.464	363.445
YHR019C	580.209	168.033	206.528
YHR020W	318.16	96.389	117.512
YHR021C	3193.769	2168.333	2200.621
YHR023W	12.167	6.02	6.603
YHR024C	39.912	29.253	33.127
YHR025W	257.253	95.577	83.681
YHR026W	390.413	158.022	173.259
YHR027C	157.973	105.091	106.76
YHR028C	41.245	48.494	47.63
YHR029C	35.403	20.614	34.335
YHR030C	26.161	92.813	113.871
YHR031C	12.256	3.953	4.854
YHR032W	35.393	16.923	15.679
YHR034C	23.421	22.436	27.656
YHR036W	12.495	16.239	18.054
YHR037W	63.153	103.756	119.507
YHR038W	22.725	24.418	26.529
YHR039C	40.426	34.149	37.537
YHR039C-A	796.342	397.432	422.763
YHR040W	12.921	9.908	17.642
YHR041C	39.43	27.213	23.784
YHR042W	133.152	118.269	113.876
YHR043C	63.306	43.707	45.782
YHR045W	14.506	12.023	11.809
YHR046C	28.383	20.474	33.462
YHR047C	54.867	14.617	17.578
YHR049W	121.66	110.137	116.763
YHR050W	32.09	64.123	57.484
YHR051W	274.271	1122.475	702.654
YHR052W	93.351	42.017	41.657
YHR053C	988.544	3553.598	4596.883
YHR055C	988.544	3553.598	4596.883
YHR056C	26.79	26.103	19.616
YHR057C	53.073	56.235	63.888
YHR058C	21.649	18.778	16.79
YHR059W	55.585	34.484	51.939
YHR060W	43.939	17.922	18.102
YHR062C	30.451	10.314	6.347
YHR063C	93.058	52.554	71.76
YHR064C	650.659	215.731	198.549
YHR065C	54.141	24.973	20.612
YHR066W	31.129	11.107	14.198
YHR068W	277.016	103.587	82.894
YHR069C	34.31	36.753	29.515
YHR070W	34.917	18.24	19.732
YHR071W	10.429	78.624	90.902
YHR072W	18.88	5.085	7.979
YHR072W-A	510.497	258.197	336.774
YHR073W	15.272	12.655	13.805
YHR074W	66.348	36.755	34.547
YHR075C	6.365	18.085	14.619
YHR076W	50.924	28.82	24.009
YHR077C	13.851	10.544	8.932
YHR078W	6.734	8.171	10.041
YHR079C	5.713	9.718	10.755
YHR081W	41.735	36.874	36.562
YHR082C	21.069	69.177	61.091
YHR083W	43.566	12.547	16.999
YHR084W	9.065	4.381	6.457
YHR085W	18.847	18.382	14.979
YHR086W	30.225	18.17	18.035
YHR087W	126.274	1057.368	608.847
YHR088W	42.796	49.513	35.941
YHR089C	279.698	92.287	73.153
YHR090C	27.141	54.864	44.417
YHR092C	30.69	62.564	46.741
YHR094C	180.51	34.181	28.354
YHR096C	48.535	2031.166	2297.565
YHR097C	23.53	116.298	109.655
YHR098C	72.35	29.668	32.978
YHR099W	18.923	8.237	9.147
YHR100C	24.711	40.424	37.674
YHR101C	13.263	17.601	13.252
YHR102W	12.721	17.63	26.915
YHR103W	18.432	13.356	13.497
YHR104W	187.128	295.921	288.578
YHR105W	12.343	15.726	11.266
YHR106W	13.527	43.159	54.048
YHR107C	88.917	55.8	62.904
YHR108W	116.819	49.246	41.278
YHR109W	7.949	4.883	6.476
YHR110W	42.281	25.14	26.107
YHR111W	33.423	32.647	44.336
YHR112C	86.275	67.879	67.172
YHR113W	68.962	40.614	42.384
YHR114W	25.345	15.328	18.82
YHR115C	37.975	53.751	39.323
YHR117W	41.802	15.917	14.178
YHR118C	14.077	21.25	25.103
YHR119W	12.998	11.677	9.887
YHR121W	91.106	42.044	48.63
YHR122W	48.923	70.887	47.351
YHR123W	57.037	18.531	13.09
YHR127W	37.728	23.31	23.428
YHR128W	316.44	89.493	85.458
YHR129C	7.363	7.053	8.262
YHR131C	3.916	11.207	14.199
YHR132C	77.821	88.203	110.611
YHR132W-A	70.275	139.95	63.99
YHR133C	91.004	27.017	19.864
YHR135C	60.888	36.798	41.988
YHR136C	114.691	42.3	8.706
YHR137W	18.974	12.573	13.049
YHR138C	65.114	984.068	1153.227
YHR139C	10.94	499.745	370.078
YHR140W	15.394	19.427	12.057
YHR141C	2079.677	892.846	943.894
YHR142W	43.936	24.261	20.268
YHR143W	361.144	55.24	64.771
YHR143W-A	291.122	172.808	157.265
YHR144C	22.304	5.975	7.886
YHR146W	106.819	162.424	133.207
YHR147C	60.688	31.209	42.154
YHR148W	43.462	27.063	33.912
YHR149C	16.786	8.842	12.452
YHR151C	8.176	5.72	5.305
YHR152W	65.401	30.526	15.405
YHR154W	11.183	4.9	3.359
YHR155W	7.092	9.093	10.026
YHR156C	7.162	18.343	17.918
YHR158C	22.522	30.665	29.776
YHR159W	9.203	7.57	7.484
YHR161C	21.343	19.133	23.843
YHR162W	487.13	238.651	284.647
YHR163W	162.745	52.212	39.399
YHR164C	4.78	6.388	7.431
YHR165C	12.349	7.206	7.72
YHR166C	9.126	9.704	15.912
YHR167W	21.563	10.175	13.162
YHR169W	24.188	16.223	18.167
YHR170W	69.138	29.152	30.329
YHR171W	7.24	15.857	13.144
YHR174W	17695.138	5581.675	4213.961
YHR175W	88.391	72.491	85.245
YHR176W	11.3	53.594	36.778
YHR178W	7.17	6.051	6.243
YHR179W	608.919	349.683	197.311
YHR181W	55.457	35.693	28.876
YHR182W	5.116	6.81	5.082
YHR183W	1146.525	520.524	424.222
YHR186C	12.474	10.338	11.726
YHR187W	22.619	20.03	19.839
YHR188C	49.565	25.633	26.919
YHR189W	8.111	8.128	11.334
YHR190W	165.852	115.767	114.981
YHR192W	28.256	12.815	21.152
YHR193C	1197.752	526.77	555.851
YHR194W	4.096	6.825	3.948
YHR195W	15.538	33.807	32.176
YHR196W	38.45	16.89	16.281
YHR197W	19.127	9.47	7.161
YHR198C	27.227	29.449	34.821
YHR199C	31.583	87.065	109.93
YHR200W	196.569	119.542	152.505
YHR201C	49.992	24.974	20.411
YHR202W	6.632	13.055	16.948
YHR203C	1734.844	933.249	872.088
YHR205W	44.133	47.981	49.82
YHR206W	21.384	26.091	31.35
YHR207C	24.993	18.334	21.328
YHR208W	466.168	217.668	929.669
YHR209W	16.289	62.031	55.719
YHR216W	42.169	14.122	6.682
YIL001W	5.535	11.438	12.313
YIL002C	7.415	5.435	7.541
YIL002W-A	97.023	175.206	137.627
YIL003W	19.673	17.546	18.506
YIL004C	50.154	36.988	30.027
YIL005W	34.388	37.805	58.53
YIL006W	5.005	8.994	14.84
YIL007C	15.341	41.89	28.672
YIL008W	85.209	119.126	96.725
YIL009W	26.569	12.969	12.757
YIL010W	75.61	59.954	71.619
YIL014W	12.218	15.194	16.124
YIL016W	70.255	16.207	26.436
YIL017C	7.236	27.33	35.889
YIL018W	2706.44	1245.268	1347.236
YIL019W	22.3	15.088	13.605
YIL020C	40.649	18.408	23.981
YIL021W	91.626	38.624	42.119
YIL022W	62.854	41.564	51.769
YIL023C	22.156	28.768	37.248
YIL026C	17.738	9.723	10.016
YIL027C	74.338	62.386	57.712
YIL030C	32.581	32.642	32.957
YIL031W	4.927	11.852	8.418
YIL033C	94.714	161.412	149.429
YIL034C	110.041	74.147	79.412
YIL035C	61.057	37.94	33.219
YIL036W	29.654	70.478	63.082
YIL038C	44.156	39.536	38.115
YIL039W	62.288	33.819	29.272
YIL040W	48.982	53.497	59.368
YIL041W	316.378	244.652	293.405
YIL042C	12.355	33.208	34.686
YIL043C	227.015	101.942	97.922
YIL044C	55.449	50.69	42.73
YIL045W	7.668	108.722	65.923
YIL046W	20.852	79.552	60.742
YIL047C	25.268	29.087	37.559
YIL048W	16.029	19.256	21.276
YIL049W	11.151	6.482	5.367
YIL050W	54.33	55.478	126.286
YIL051C	2139.491	912.555	923.926
YIL052C	2103.112	783.621	1069.22
YIL053W	1070.233	382.053	398.002
YIL056W	11.896	29.898	32.869
YIL062C	260.346	161.915	186.462
YIL063C	50.976	48.121	53.041
YIL064W	36.483	17.135	22.189
YIL065C	66.633	92.518	79.81
YIL067C	9.361	8.062	9.296
YIL068C	19.391	16.331	15.017
YIL069C	1238.446	556.379	553.094
YIL070C	127.542	142.326	103.612
YIL071C	4.874	8.671	11.864
YIL074C	332.71	140.833	137.696
YIL075C	145.421	131.788	112.876
YIL076W	140.84	104.27	82.827
YIL077C	14.454	57.926	56.679
YIL078W	520.32	162.046	145.398
YIL079C	21.051	11.387	8.393
YIL083C	40.335	31.995	37.353
YIL084C	17.631	20.427	20.132
YIL085C	14.664	10.174	12.611
YIL087C	41.725	53.98	68.791
YIL088C	32.123	38.308	44.804
YIL090W	19.284	37.116	39.867
YIL091C	24.013	17.003	13.248
YIL093C	42.955	22.402	28.584
YIL094C	187.196	211.821	246.57
YIL095W	8.713	15.869	11.505
YIL096C	11.161	6.007	7.857
YIL097W	5.861	28.362	27.23
YIL098C	38.121	33.33	25.982
YIL101C	9.977	95.089	100.365
YIL103W	24.84	8.261	12.194
YIL104C	12.125	10.551	8.978
YIL105C	27.731	55.465	63.784
YIL106W	48.856	38.048	35.465
YIL107C	13.174	68.496	53.746
YIL108W	33.502	26.505	33.809
YIL109C	149.705	65.793	68.129
YIL110W	23.883	9.063	11.215
YIL111W	73.593	11.927	7.261
YIL112W	11.807	19.532	23.779
YIL113W	5.441	8.21	4.315
YIL114C	25.951	9.255	7.752
YIL115C	41.293	33.163	30.3
YIL116W	57.026	58.062	84.4
YIL117C	4.907	69.63	71.326
YIL118W	96.427	52.784	52.53
YIL119C	44.767	62.412	62.88
YIL120W	3.493	4.66	10.293
YIL121W	47.861	25.384	48.382
YIL122W	7.738	14.917	25.012
YIL123W	618.045	142.927	138.779
YIL124W	151.01	115.975	128.591
YIL125W	84.522	297.822	300.754
YIL126W	31.899	18.925	22.421
YIL127C	33.914	30.055	24.473
YIL128W	20.824	12.101	11.158
YIL129C	12.114	10.401	11.084
YIL130W	20.022	22.063	24.662
YIL131C	28.3	12.508	10.98
YIL133C	1256.343	536.093	557.983
YIL135C	40.938	55.453	65.638
YIL136W	38.59	695.262	755.43
YIL137C	51.567	26.172	28.469
YIL138C	142.326	104.473	122.948
YIL139C	7.543	6.993	5.727
YIL140W	21.189	7.866	10.475
YIL142W	148.423	92.19	96.737
YIL143C	16.126	37.867	33.275
YIL144W	16.959	23.942	23.696
YIL145C	57.146	25.136	30.725
YIL146C	5.294	68.546	53.527
YIL147C	6.89	9.573	10.228
YIL148W	2641.421	1671.24	1877.189
YIL149C	8.458	5.151	6.348
YIL150C	11.032	7.163	10.267
YIL151C	7.433	8.478	10.849
YIL152W	12.394	12.321	12.703
YIL153W	20.189	21.058	30.576
YIL154C	55.183	78.752	86.695
YIL155C	30.538	155.17	190.303
YIL156W	7.631	9.405	10.013
YIL156W-B	194.597	165.77	196.284
YIL157C	72.847	46.139	58.939
YIL159W	4.603	2.633	4.622
YIL161W	15.964	16.194	17.459
YIL162W	38.825	30.803	23.932
YIL167W	5.005	7.145	4.428
YIL169C	80.728	23.198	31.44
YIR001C	40.194	56.95	58.145
YIR002C	4.088	7.27	5.738
YIR003W	26.396	36.35	35.164
YIR004W	37.974	38.642	37.154
YIR005W	19.936	37.075	43.317
YIR006C	80.245	48.157	54.782
YIR007W	13.87	16.08	17.898
YIR008C	25.287	14.363	17.393
YIR010W	12.839	11.184	8.922
YIR011C	38.861	71.908	71.206
YIR012W	84.133	32.958	35.703
YIR014W	7.925	11.987	18.456
YIR017C	90.964	110.778	91.224
YIR018W	32.66	91.029	92.87
YIR022W	95.041	61.709	54.742
YIR023W	10.654	6.407	8.212
YIR024C	16.143	31.366	25.769
YIR025W	7.211	10.357	13.178
YIR026C	29.675	14.785	11.622
YIR033W	20.439	16.534	10.003
YIR034C	99.244	163.079	209.717
YIR035C	57.58	160.894	247.677
YIR036C	58.851	37.687	34.985
YIR037W	407.958	431.499	440.619
YIR038C	73.878	218.819	181.5
YJL001W	317.864	141.928	175.333
YJL002C	149.892	56.328	62.162
YJL003W	41.277	56.053	57.668
YJL004C	39.173	38.183	41.915
YJL005W	14.863	17.451	18.669
YJL006C	18.563	31.745	25.393
YJL008C	157.552	73.799	80.878
YJL010C	32.912	19.126	15.933
YJL012C	265.764	84.353	69.187
YJL013C	7.036	9.223	9.933
YJL014W	151.571	88.131	87.816
YJL016W	18.162	89.103	105.85
YJL019W	14.716	10.27	10.75
YJL020C	57.452	61.649	72.573
YJL023C	7.561	10.871	18.612
YJL024C	49.275	50.607	32.886
YJL026W	491.897	279.332	217.386
YJL029C	17.411	14.646	15.731
YJL030W	26.95	18.112	27.105
YJL031C	22.239	24.609	17.49
YJL033W	28.503	14.384	19.967
YJL034W	514.622	308.871	328.054
YJL036W	22.391	64.271	62.997
YJL039C	31.311	17.957	14.441
YJL041W	86.649	49.996	56.611
YJL042W	23.659	26.128	30.15
YJL044C	21.285	8.382	8.588
YJL046W	11.027	12.004	7.121
YJL047C	6.208	10.744	11.551
YJL048C	13.554	52.16	52.037
YJL049W	8.726	13.267	11.004
YJL050W	50.813	20.538	20.139
YJL052W	735.634	10958.05	13125.8
YJL053W	29.153	29.274	31.268
YJL054W	26.976	24.394	21.518
YJL055W	152.737	129.154	143.183
YJL056C	35.786	71.761	54.456
YJL057C	5.462	22.509	22.667
YJL058C	5.396	6.854	9.442
YJL059W	9.876	9.366	7.136
YJL060W	205.889	105.271	96.353
YJL061W	26.416	14.407	12.224
YJL062W	28.389	10.187	9.643
YJL062W-A	220.178	112.269	134.613
YJL063C	58.208	25.136	34.484
YJL065C	38.845	37.699	28.101
YJL066C	41.666	222.643	206.254
YJL068C	126.85	122.81	163.901
YJL069C	36.427	19.169	17.311
YJL070C	9.43	11.82	16.041
YJL071W	7.115	8.281	11.39
YJL072C	30.004	16.439	19.345
YJL073W	17.32	12.462	10.115
YJL074C	17.74	7.088	9.58
YJL076W	35.629	21.121	21.687
YJL078C	103.569	21.534	25.018
YJL079C	177.005	199.588	455.914
YJL080C	322.224	83.247	77.009
YJL081C	33.135	25.645	21.52
YJL082W	25.769	56.448	72.113
YJL083W	6.089	6.375	14.106
YJL084C	15.792	39.964	34.478
YJL085W	13.645	17.911	18.513
YJL087C	15.947	7.442	10.299
YJL088W	33.178	61.307	127.785
YJL090C	5.089	6.718	6.538
YJL091C	35.786	22.483	19.689
