Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	EMBL	RefSeq
Q965I6	unreviewed	Q965I6_CAEEL	Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase)	cars-1 CELE_Y23H5A.7	Caenorhabditis elegans	908	BX284601;	NP_491014.1;
Q965J8	unreviewed	Q965J8_CAEEL	Domain of unknown function WSN domain-containing protein	CELE_M70.3 M70.3	Caenorhabditis elegans	915	BX284604;	NP_500179.1;
Q965L2	unreviewed	Q965L2_CAEEL	Leishmanolysin-like peptidase	CELE_T13B5.9 T13B5.9	Caenorhabditis elegans	378	BX284602;	NP_493912.4;
Q965N3	unreviewed	Q965N3_CAEEL	polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)	BE0003N10.1 CELE_BE0003N10.1	Caenorhabditis elegans	738	BX284603;	NP_497324.3;
Q965N4	unreviewed	Q965N4_CAEEL	Chimerin 2	chin-1 BE0003N10.2 CELE_BE0003N10.2	Caenorhabditis elegans	421	BX284603;	NP_497323.3;
Q965P2	unreviewed	Q965P2_CAEEL	GH18 domain-containing protein	cht-4 CELE_Y22D7AL.14 Y22D7AL.14	Caenorhabditis elegans	360	BX284603;	NP_497437.2;
Q965Q1	unreviewed	Q965Q1_CAEEL	10 kDa heat shock protein, mitochondrial (10 kDa chaperonin) (Chaperonin 10)	CELE_Y22D7AL.10 Y22D7AL.10	Caenorhabditis elegans	108	BX284603;	NP_497428.1;
Q965Q9	unreviewed	Q965Q9_CAEEL	Survival of motor neuron-related-splicing factor 30 (Survival motor neuron domain-containing protein 1)	CELE_Y50D4C.3 Y50D4C.3	Caenorhabditis elegans	605	BX284605;	NP_503358.1;
Q965R1	unreviewed	Q965R1_CAEEL	Glycosyltransferase family 92 protein (EC 2.4.1.-)	CELE_Y97E10B.1 Y97E10B.1	Caenorhabditis elegans	514	BX284605;	NP_505043.2;
Q965R5	unreviewed	Q965R5_CAEEL	Sodium/calcium exchanger membrane region domain-containing protein	ncx-10 CELE_Y97E10B.7 Y97E10B.7	Caenorhabditis elegans	668	BX284605;	NP_001256094.1;
Q965S4	unreviewed	Q965S4_CAEEL	Rho-GAP domain-containing protein	rga-4 CELE_Y75B7AL.4 Y75B7AL.4	Caenorhabditis elegans	1126	BX284605;	NP_001041201.1;
Q965S5	unreviewed	Q965S5_CAEEL	C2 domain-containing protein	snt-3 CELE_Y75B7AL.3 Y75B7AL.3	Caenorhabditis elegans	284	BX284605;	NP_503406.4;
Q965T7	unreviewed	Q965T7_CAEEL	CYtochrome P450 family	cyp-33c11 cyp-33C11 CELE_Y49C4A.9 Y49C4A.9	Caenorhabditis elegans	495	BX284605;	NP_503303.1;
Q965U6	unreviewed	Q965U6_CAEEL	snRNA-activating protein complex subunit 3 (Small nuclear RNA-activating complex polypeptide 3)	snpc-3.2 CELE_Y48G1BM.1 Y48G1BM.1	Caenorhabditis elegans	425	BX284601;	NP_490706.2;
Q965V4	unreviewed	Q965V4_CAEEL	Exportin-2 (Importin-alpha re-exporter)	xpo-2 CELE_Y48G1A.5 Y48G1A.5	Caenorhabditis elegans	938	BX284601;	NP_490716.1;
Q965W1	reviewed	FABP9_CAEEL	Fatty acid-binding protein homolog 9	lbp-9 Y40B10A.1	Caenorhabditis elegans	152	FO081304;	NP_001033511.1;
Q965X4	unreviewed	Q965X4_CAEEL	Bestrophin homolog	best-20 CELE_Y37E11AR.1 Y37E11AR.1	Caenorhabditis elegans	486	BX284604;	NP_500411.3;
Q965X5	unreviewed	Q965X5_CAEEL	Glucuronosyltransferase	ugt-45 CELE_Y37E11AR.5 Y37E11AR.5	Caenorhabditis elegans	527	BX284604;	NP_500410.2;
Q965Y0	unreviewed	Q965Y0_CAEEL	TAF6 C-terminal HEAT repeat domain-containing protein	taf-6.2 CELE_Y37E11AL.8 Y37E11AL.8	Caenorhabditis elegans	835	BX284604;	NP_500397.2;
Q966A3	unreviewed	Q966A3_CAEEL	Globin family profile domain-containing protein	glb-32 CELE_Y58A7A.6 Y58A7A.6	Caenorhabditis elegans	257	BX284605;	NP_504363.3;
Q966C6	reviewed	RL7A_CAEEL	Large ribosomal subunit protein eL8 (60S ribosomal protein L7a)	rpl-7A Y24D9A.4	Caenorhabditis elegans	265	BX284604;	NP_741371.2;
Q966C7	unreviewed	Q966C7_CAEEL	Transaldolase (EC 2.2.1.2)	tald-1 CELE_Y24D9A.8 Y24D9A.8	Caenorhabditis elegans	319	BX284604;	NP_741369.1;
Q966D9	unreviewed	Q966D9_CAEEL	Metalloendopeptidase (EC 3.4.24.-)	CELE_Y19D10A.6 Y19D10A.6	Caenorhabditis elegans	272	BX284605;	NP_503652.3;NP_503678.3;
Q966E7	unreviewed	Q966E7_CAEEL	Sphingosine Phosphate Lyase	spl-3 CELE_Y104H12D.3 Y104H12D.3	Caenorhabditis elegans	606	BX284604;	NP_500051.2;
Q966F7	unreviewed	Q966F7_CAEEL	Protein quiver	hot-8 CELE_T13G4.2 T13G4.2	Caenorhabditis elegans	193	BX284606;	NP_508222.2;
Q966G2	unreviewed	Q966G2_CAEEL	non-specific serine/threonine protein kinase (EC 2.7.11.1)	ttbk-2.2 CELE_R13H9.5 R13H9.5	Caenorhabditis elegans	311	BX284604;	NP_500715.1;
Q966H2	unreviewed	Q966H2_CAEEL	Potassium channel domain-containing protein	twk-49 CELE_R05G9.2 R05G9.2	Caenorhabditis elegans	315	BX284602;	NP_001022267.1;
Q966I7	unreviewed	Q966I7_CAEEL	CCHC-type zinc finger nucleic acid binding protein	CELE_K08D12.3 K08D12.3	Caenorhabditis elegans	151	BX284604;	NP_741323.1;
Q966L1	unreviewed	Q966L1_CAEEL	Arylesterase	poml-2 CELE_E01A2.7 E01A2.7	Caenorhabditis elegans	367	BX284601;	NP_491306.1;
Q966L2	unreviewed	Q966L2_CAEEL	GCS light chain (Gamma-ECS regulatory subunit) (Gamma-glutamylcysteine synthetase regulatory subunit) (Glutamate--cysteine ligase modifier subunit)	CELE_E01A2.1 E01A2.1	Caenorhabditis elegans	276	BX284601;	NP_491305.1;
Q966L4	unreviewed	Q966L4_CAEEL	Diphthine--ammonia ligase (EC 6.3.1.14)	dph-6 CELE_E01A2.5 E01A2.5	Caenorhabditis elegans	249	BX284601;	NP_491303.3;
Q966L5	reviewed	SRRT_CAEEL	Serrate RNA effector molecule homolog (Arsenite-resistance protein 2 homolog)	E01A2.2	Caenorhabditis elegans	712	FO081024;FO081024;	NP_491302.1 [Q966L5-1];NP_871855.1;
Q966L7	unreviewed	Q966L7_CAEEL	Protein phosphatase 1 regulatory subunit	CC8.2 CELE_CC8.2	Caenorhabditis elegans	318	BX284604;	NP_500391.1;
Q966M5	reviewed	MED18_CAEEL	Mediator of RNA polymerase II transcription subunit 18 (Mediator complex subunit 18)	mdt-18 C55B7.9	Caenorhabditis elegans	232	FO080958;	NP_491869.1;
Q966P1	unreviewed	Q966P1_CAEEL	Hormone-sensitive lipase	hosl-1 C46C11.1 CELE_C46C11.1	Caenorhabditis elegans	943	BX284606;	NP_001041228.1;
Q966P5	unreviewed	Q966P5_CAEEL	dual-specificity kinase (EC 2.7.12.1)	C36B7.1 CELE_C36B7.1	Caenorhabditis elegans	450	BX284606;	NP_509199.1;
Q9BHL6	unreviewed	Q9BHL6_CAEEL	CBS domain-containing protein	aakg-1 CELE_Y111B2A.8 Y111B2A.8	Caenorhabditis elegans	582	BX284603;	NP_499637.2;
Q9BI40	reviewed	GATC_CAEEL	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial (Glu-AdT subunit C) (EC 6.3.5.-)	Y66D12A.7	Caenorhabditis elegans	175	AL161712;	NP_499495.1;
Q9BI62	unreviewed	Q9BI62_CAEEL	RNA (guanine-9-)-methyltransferase domain-containing protein 1	trmt-10c.1 trmt-10C.1 CELE_F46F11.10 F46F11.10	Caenorhabditis elegans	390	BX284601;	NP_491647.3;
Q9BI63	reviewed	TPPC8_CAEEL	Trafficking protein particle complex subunit 8	trpp-8 F46F11.9	Caenorhabditis elegans	1282	BX284601;	NP_491642.2;
Q9BI72	unreviewed	Q9BI72_CAEEL	ENTH domain-containing protein	epn-1 CELE_T04C10.2 T04C10.2	Caenorhabditis elegans	467	BX284606;	NP_510459.1;
Q9BI74	reviewed	MED11_CAEEL	Mediator of RNA polymerase II transcription subunit 11 (Mediator complex subunit 11)	mdt-11 R144.9	Caenorhabditis elegans	188	FO080694;	NP_498066.1;
Q9BI77	unreviewed	Q9BI77_CAEEL	Synaptotagmin 1	syt1	Caenorhabditis elegans	155	AJ303370;	
Q9BI78	unreviewed	Q9BI78_CAEEL	Synaptotagmin 1	syt1	Caenorhabditis elegans	153	AJ303369;	
Q9BI98	unreviewed	Q9BI98_CAEEL	BPL/LPL catalytic domain-containing protein	bpl-1 CELE_F13H8.10 F13H8.10	Caenorhabditis elegans	1215	BX284602;	NP_495257.3;
Q9BIA9	unreviewed	Q9BIA9_CAEEL	palmitoyl-CoA hydrolase (EC 3.1.2.2)	C17C3.1 CELE_C17C3.1	Caenorhabditis elegans	357	BX284602;	NP_495075.1;
Q9BIB3	reviewed	PPME1_CAEEL	Probable protein phosphatase methylesterase 1 (PME-1) (EC 3.1.1.89)	B0464.9	Caenorhabditis elegans	364	Z19152;	NP_499084.1;
Q9BIB4	reviewed	YMYD_CAEEL	Transcription initiation factor IIA small chain homolog	B0336.13	Caenorhabditis elegans	139	FO080138;	NP_498226.1;
Q9BIB8	unreviewed	Q9BIB8_CAEEL	Importin N-terminal domain-containing protein	imb-1 CELE_F28B3.8 F28B3.8	Caenorhabditis elegans	896	BX284601;	NP_491477.2;
Q9BIC1	unreviewed	Q9BIC1_CAEEL	Afadin	afd-1 CELE_W03F11.6 W03F11.6	Caenorhabditis elegans	1658	BX284601;	NP_490938.3;
Q9BIC3	unreviewed	Q9BIC3_CAEEL	Enoyl-CoA hydratase	ech-1.2 CELE_T08B2.7 T08B2.7	Caenorhabditis elegans	755	BX284601;	NP_491790.1;
Q9BJ56	unreviewed	Q9BJ56_CAEEL	CUP-5		Caenorhabditis elegans	611	AF338583;	
Q9BJL4	unreviewed	Q9BJL4_CAEEL	Nuclear receptor NHR-2		Caenorhabditis elegans	474	AF332201;	
Q9BJL5	unreviewed	Q9BJL5_CAEEL	Nuclear receptor NHR-2		Caenorhabditis elegans	453	AF332200;	
Q9BKP3	unreviewed	Q9BKP3_CAEEL	SHOCT domain-containing protein	let-805 CELE_H19M22.2 H19M22.2	Caenorhabditis elegans	386	BX284603;	NP_001293642.1;
Q9BKQ2	unreviewed	Q9BKQ2_CAEEL	Citrate transport protein	CELE_Y37B11A.3 Y37B11A.3	Caenorhabditis elegans	125	BX284603;	NP_498249.3;
Q9BKQ6	unreviewed	Q9BKQ6_CAEEL	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	CELE_Y67D2.2 Y67D2.2	Caenorhabditis elegans	474	BX284603;	NP_497422.3;
Q9BKR0	reviewed	NAT9_CAEEL	N-acetyltransferase 9-like protein (EC 2.3.1.-)	Y67D2.5	Caenorhabditis elegans	202	FO081642;	NP_497418.2;
Q9BKR5	unreviewed	Q9BKR5_CAEEL	Nuclear export mediator factor NEMF	CELE_Y82E9BR.18 Y82E9BR.18	Caenorhabditis elegans	921	BX284603;	NP_497411.2;
Q9BKU2	unreviewed	Q9BKU2_CAEEL	ethanolamine-phosphate cytidylyltransferase (EC 2.7.7.14) (CTP:phosphoethanolamine cytidylyltransferase)	pcyt-2.1 CELE_Y37E3.11 Y37E3.11	Caenorhabditis elegans	370	BX284601;	NP_490931.1;
Q9BKU3	unreviewed	Q9BKU3_CAEEL	Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha)	eif-2alpha CELE_Y37E3.10 Y37E3.10	Caenorhabditis elegans	342	BX284601;	NP_490930.1;
Q9BKU5	unreviewed	Q9BKU5_CAEEL	Large ribosomal subunit protein uL15 (60S ribosomal protein L27a)	rpl-27a CELE_Y37E3.8 Y37E3.8	Caenorhabditis elegans	145	BX284601;	NP_490927.1;
Q9BKU6	unreviewed	Q9BKU6_CAEEL	Large ribosomal subunit protein uL15 (60S ribosomal protein L27a)	rpl-27a CELE_Y37E3.8 Y37E3.8	Caenorhabditis elegans	88	BX284601;	NP_490928.1;
Q9BKW4	unreviewed	Q9BKW4_CAEEL	HECT-type E3 ubiquitin transferase (EC 2.3.2.26)	CELE_Y92H12A.2 Y92H12A.2	Caenorhabditis elegans	496	BX284601;	NP_490865.4;
Q9BKX8	unreviewed	Q9BKX8_CAEEL	Kinase (EC 2.7.-.-)	CELE_Y22D7AR.6 Y22D7AR.6	Caenorhabditis elegans	323	BX284603;	NP_497443.1;
Q9BKZ8	unreviewed	Q9BKZ8_CAEEL	Nuclear receptor domain-containing protein	nhr-239 CELE_Y54F10AM.1 Y54F10AM.1	Caenorhabditis elegans	262	BX284603;	NP_497579.3;
Q9BL03	unreviewed	Q9BL03_CAEEL	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	ndua-8 CELE_Y54F10AM.5 Y54F10AM.5	Caenorhabditis elegans	183	BX284603;	NP_497574.2;
Q9BL17	unreviewed	Q9BL17_CAEEL	ATP-binding cassette sub-family B member 8, mitochondrial	haf-6 CELE_Y48G8AL.11 Y48G8AL.11	Caenorhabditis elegans	668	BX284601;	NP_490828.3;
Q9BL19	reviewed	RL17_CAEEL	Large ribosomal subunit protein uL22 (60S ribosomal protein L17)	rpl-17 Y48G8AL.8	Caenorhabditis elegans	187	FO081800;FO081800;	NP_740781.1 [Q9BL19-1];
Q9BL28	unreviewed	Q9BL28_CAEEL	N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase)	CELE_Y71H2AM.1 Y71H2AM.1	Caenorhabditis elegans	337	BX284603;	NP_497625.3;
Q9BL31	unreviewed	Q9BL31_CAEEL	Potassium channel domain-containing protein	twk-45 CELE_Y71H2AM.22 Y71H2AM.22	Caenorhabditis elegans	508	BX284603;	NP_001122742.2;
Q9BL39	unreviewed	Q9BL39_CAEEL	HMG box domain-containing protein	swsn-3 CELE_Y71H2AM.17 Y71H2AM.17	Caenorhabditis elegans	338	BX284603;	NP_497613.2;
Q9BL44	unreviewed	Q9BL44_CAEEL	Ras-related protein Rab-18	CELE_Y71H2AM.12 Y71H2AM.12	Caenorhabditis elegans	195	BX284603;	NP_497608.1;
Q9BL46	unreviewed	Q9BL46_CAEEL	Peptidase M20 dimerisation domain-containing protein	CELE_Y71H2AM.11 Y71H2AM.11	Caenorhabditis elegans	472	BX284603;	NP_497606.4;
Q9BL48	unreviewed	Q9BL48_CAEEL	protein-histidine N-methyltransferase (EC 2.1.1.85)	set-27 CELE_Y71H2AM.8 Y71H2AM.8	Caenorhabditis elegans	502	BX284603;	NP_497604.2;
Q9BL54	unreviewed	Q9BL54_CAEEL	DNA replication complex GINS protein PSF3	psf-3 CELE_Y65B4BR.8 Y65B4BR.8	Caenorhabditis elegans	193	BX284601;	NP_490748.1;
Q9BL57	unreviewed	Q9BL57_CAEEL	RRM domain-containing protein	cus-2 CELE_Y65B4A.1 Y65B4A.1	Caenorhabditis elegans	442	BX284601;	NP_490765.1;
Q9BL60	unreviewed	Q9BL60_CAEEL	Charged multivesicular body protein 6	vps-20 CELE_Y65B4A.3 Y65B4A.3	Caenorhabditis elegans	208	BX284601;	NP_490762.1;
Q9BL61	unreviewed	Q9BL61_CAEEL	RNA helicase (EC 3.6.4.13)	eif-4a3 eif-4A3 CELE_Y65B4A.6 Y65B4A.6	Caenorhabditis elegans	399	BX284601;	NP_490761.2;
Q9BL66	unreviewed	Q9BL66_CAEEL	GDT1 family protein	CELE_Y54F10AL.1 Y54F10AL.1	Caenorhabditis elegans	255	BX284603;	NP_497568.1;
Q9BL68	unreviewed	Q9BL68_CAEEL	PIN domain-containing protein	smg-6 CELE_Y54F10AL.2 Y54F10AL.2	Caenorhabditis elegans	1241	BX284603;	NP_497566.3;
Q9BL69	unreviewed	Q9BL69_CAEEL	PINc domain-containing protein	smg-6 CELE_Y54F10AL.2 Y54F10AL.2	Caenorhabditis elegans	461	BX284603;	NP_497565.1;
Q9BL72	unreviewed	Q9BL72_CAEEL	GBD/FH3 domain-containing protein	frl-1 CELE_Y48G9A.4 Y48G9A.4	Caenorhabditis elegans	1115	BX284603;	NP_497505.3;
Q9BL83	unreviewed	Q9BL83_CAEEL	Vesicle-fusing ATPase	vps-4 CELE_Y34D9A.10 Y34D9A.10	Caenorhabditis elegans	430	BX284601;	NP_490816.4;
Q9BL88	unreviewed	Q9BL88_CAEEL	ShKT domain-containing protein	CELE_Y18H1A.9 Y18H1A.9	Caenorhabditis elegans	488	BX284601;	NP_490776.2;
Q9BL96	unreviewed	Q9BL96_CAEEL	non-specific serine/threonine protein kinase (EC 2.7.11.1)	hasp-2 CELE_Y18H1A.10 Y18H1A.10	Caenorhabditis elegans	434	BX284601;	NP_490768.3;
Q9BLA0	unreviewed	Q9BLA0_CAEEL	K Homology domain-containing protein	fubl-3 fubp-3.3 C36E6.1 CELE_C36E6.1	Caenorhabditis elegans	641	BX284606;	NP_510825.1;
Q9BLB5	unreviewed	Q9BLB5_CAEEL	Cyclin N-terminal domain-containing protein	cyb-2.2 CELE_H31G24.4 H31G24.4	Caenorhabditis elegans	339	BX284601;	NP_491297.1;
Q9BMK8	unreviewed	Q9BMK8_CAEEL	Chloride channel protein		Caenorhabditis elegans	1084	AF319615;	
Q9BMU4	unreviewed	Q9BMU4_CAEEL	GB1/RHD3-type G domain-containing protein (Putative guanylate-binding protein)	atln-1 4D561 CELE_Y54G2A.2 Y54G2A.2	Caenorhabditis elegans	573	AF303255;BX284604;	NP_001023492.1;
Q9BPN3	unreviewed	Q9BPN3_CAEEL	ANK_REP_REGION domain-containing protein	nphp-2 CELE_Y32G9A.6 Y32G9A.6	Caenorhabditis elegans	812	BX284605;	NP_503525.2;
Q9BPN5	unreviewed	Q9BPN5_CAEEL	Ig-like domain-containing protein	zig-11 oig-6 CELE_Y32G9A.8 Y32G9A.8	Caenorhabditis elegans	304	BX284605;	NP_503523.2;
Q9BPN6	unreviewed	Q9BPN6_CAEEL	Large ribosomal subunit protein uL15m (39S ribosomal protein L15, mitochondrial)	mrpl-15 CELE_Y92H12BR.8 Y92H12BR.8	Caenorhabditis elegans	298	BX284601;	NP_490854.1;
Q9BPN8	reviewed	Y92H3_CAEEL	Uncharacterized protein Y92H12BR.3	Y92H12BR.3	Caenorhabditis elegans	637	FO081323;FO081323;	NP_001032990.1 [Q9BPN8-1];NP_001032991.1 [Q9BPN8-2];
Q9G6S4	unreviewed	Q9G6S4_CAEEL	Kinesin like protein KLP-18		Caenorhabditis elegans	930	AB033538;	
Q9GP93	unreviewed	Q9GP93_CAEEL	Moesin/ezrin/radixin homolog 1	frm-2 CELE_T04C9.6 T04C9.6	Caenorhabditis elegans	573	BX284603;	NP_001040869.1;
Q9GRE9	unreviewed	Q9GRE9_CAEEL	Tubulin alpha chain		Caenorhabditis elegans	435	AB017191;	
Q9GRV2	unreviewed	Q9GRV2_CAEEL	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	usp-3 CELE_Y71A12B.9 Y71A12B.9	Caenorhabditis elegans	550	BX284601;	NP_493434.3;
Q9GRV5	unreviewed	Q9GRV5_CAEEL	Ion transport domain-containing protein	trp-4 CELE_Y71A12B.4 Y71A12B.4	Caenorhabditis elegans	1924	BX284601;	NP_493429.2;
Q9GRV9	unreviewed	Q9GRV9_CAEEL	Prolyl Carboxy Peptidase like	pcp-4 CELE_Y116F11B.3 Y116F11B.3	Caenorhabditis elegans	1042	BX284605;	NP_507841.1;
Q9GRY9	unreviewed	Q9GRY9_CAEEL	K Homology domain-containing protein	nova-1 CELE_Y59A8B.10 Y59A8B.10	Caenorhabditis elegans	413	BX284605;	NP_001256769.1;
Q9GRZ0	unreviewed	Q9GRZ0_CAEEL	EB1 C-terminal domain-containing protein	ebp-3 CELE_Y59A8B.9 Y59A8B.9	Caenorhabditis elegans	187	BX284605;	NP_507528.1;
Q9GRZ2	unreviewed	Q9GRZ2_CAEEL	Pre-mRNA-processing factor 6 (PRP6 homolog) (U5 snRNP-associated 102 kDa protein)	prp-6 CELE_Y59A8B.6 Y59A8B.6	Caenorhabditis elegans	968	BX284605;	NP_507525.1;
Q9GRZ5	unreviewed	Q9GRZ5_CAEEL	PHD-type domain-containing protein	phf-14 CELE_Y59A8A.2 Y59A8A.2	Caenorhabditis elegans	599	BX284605;	NP_507508.2;
Q9GRZ9	unreviewed	Q9GRZ9_CAEEL	Ribosome-binding protein 1	tcc-1 CELE_Y59A8A.3 Y59A8A.3	Caenorhabditis elegans	676	BX284605;	NP_507506.1;
Q9GTC9	unreviewed	Q9GTC9_CAEEL	Nuclear receptor NHR-88		Caenorhabditis elegans	598	AF273830;	
Q9GTH9	unreviewed	Q9GTH9_CAEEL	Nuclear receptor NHR-31		Caenorhabditis elegans	565	AF273779;	
Q9GTI0	unreviewed	Q9GTI0_CAEEL	Nuclear receptor NHR-31		Caenorhabditis elegans	595	AF273778;	
Q9GUC9	reviewed	YFEF9_CAEEL	Uncharacterized protein F14F9.5	F14F9.5	Caenorhabditis elegans	314	FO080303;	NP_504373.2;
Q9GUF0	unreviewed	Q9GUF0_CAEEL	Neur_chan_LBD domain-containing protein	lgc-10 CELE_Y73B6BL.26 Y73B6BL.26	Caenorhabditis elegans	428	BX284604;	NP_500985.4;
Q9GUF5	unreviewed	Q9GUF5_CAEEL	Secreted frizzled-related protein 1	sfrp-1 CELE_Y73B6BL.21 Y73B6BL.21	Caenorhabditis elegans	314	BX284604;	NP_500977.2;
Q9GV90	unreviewed	Q9GV90_CAEEL	Kinesin-like protein	krp85	Caenorhabditis elegans	644	AF149288;	
Q9GV92	unreviewed	Q9GV92_CAEEL	Kinesin-like protein	krp95	Caenorhabditis elegans	782	AF149286;	
Q9GV93	unreviewed	Q9GV93_CAEEL	Kinesin-like protein	osm-3	Caenorhabditis elegans	672	AF149285;	
Q9GYG1	unreviewed	Q9GYG1_CAEEL	C2H2-type domain-containing protein	ztf-8 CELE_ZC395.8 ZC395.8	Caenorhabditis elegans	687	BX284603;	NP_498124.2;
Q9GYH9	unreviewed	Q9GYH9_CAEEL	Protein-lysine N-methyltransferase CELE_F29B9.1 (EC 2.1.1.-)	CELE_F29B9.1 F29B9.1	Caenorhabditis elegans	236	BX284604;	NP_500612.1;
Q9GYI3	unreviewed	Q9GYI3_CAEEL	Nematode cuticle collagen N-terminal domain-containing protein	col-111 CELE_F29B9.9 F29B9.9	Caenorhabditis elegans	332	BX284604;	NP_500607.2;
Q9GYJ1	unreviewed	Q9GYJ1_CAEEL	Flavin-containing monooxygenase (EC 1.-.-.-)	C46H11.2 CELE_C46H11.2	Caenorhabditis elegans	408	BX284601;	NP_491510.1;
Q9GYK0	unreviewed	Q9GYK0_CAEEL	Lysosome-associated membrane glycoprotein 5	lmp-2 C05D9.2 CELE_C05D9.2	Caenorhabditis elegans	296	BX284606;	NP_508215.1;
Q9GYK4	unreviewed	Q9GYK4_CAEEL	Charged multivesicular body protein 3 (Chromatin-modifying protein 3)	vps-24 CELE_T27F7.1 T27F7.1	Caenorhabditis elegans	208	BX284602;	NP_494919.1;
Q9GYK9	unreviewed	Q9GYK9_CAEEL	Trehalase (EC 3.2.1.28) (Alpha-trehalose glucohydrolase)	tre-2 CELE_T05A12.2 T05A12.2	Caenorhabditis elegans	671	BX284604;	NP_501058.2;
Q9GYL8	unreviewed	Q9GYL8_CAEEL	Replication factor A protein 1	CELE_R03H10.7 R03H10.7	Caenorhabditis elegans	359	BX284602;	NP_494734.3;
Q9GYL9	unreviewed	Q9GYL9_CAEEL	Replication factor A protein 1	CELE_R03H10.6 R03H10.6	Caenorhabditis elegans	324	BX284602;	NP_494733.2;
Q9GYM8	unreviewed	Q9GYM8_CAEEL	Ion transport domain-containing protein	kqt-2 CELE_M60.5 M60.5	Caenorhabditis elegans	695	BX284606;	NP_509392.3;
Q9GYQ2	unreviewed	Q9GYQ2_CAEEL	lysozyme (EC 3.2.1.17)	ilys-4 C55F2.2 CELE_C55F2.2	Caenorhabditis elegans	159	BX284604;	NP_501313.2;
Q9GYQ7	unreviewed	Q9GYQ7_CAEEL	Exportin-T (Exportin(tRNA)) (tRNA exportin)	xpo-3 C49H3.10 CELE_C49H3.10	Caenorhabditis elegans	950	BX284604;	NP_501320.2;
Q9GYQ9	unreviewed	Q9GYQ9_CAEEL	CCR4-NOT transcription complex subunit 4	ntl-4 C49H3.5 CELE_C49H3.5	Caenorhabditis elegans	796	BX284604;	NP_741453.1;
Q9GYR7	unreviewed	Q9GYR7_CAEEL	UDP-glucuronosyltransferase (EC 2.4.1.17)	ugt-66 C23G10.6 CELE_C23G10.6	Caenorhabditis elegans	532	BX284603;	NP_498344.3;
Q9GYS8	unreviewed	Q9GYS8_CAEEL	phenylalanine--tRNA ligase (EC 6.1.1.20)	fars-1 CELE_T08B2.9 T08B2.9	Caenorhabditis elegans	552	BX284601;	NP_491792.1;
Q9GYS9	reviewed	RM23_CAEEL	Large ribosomal subunit protein uL23m (39S ribosomal protein L23, mitochondrial) (L23mt) (MRP-L23)	mrpl-23 T08B2.8	Caenorhabditis elegans	159	FO080899;	NP_491791.1;
Q9GYT0	unreviewed	Q9GYT0_CAEEL	Enoyl-CoA hydratase	ech-1.2 CELE_T08B2.7 T08B2.7	Caenorhabditis elegans	781	BX284601;	NP_491789.1;
Q9GZD1	unreviewed	Q9GZD1_CAEEL	Glucuronosyltransferase	ugt-63 C04F5.7 CELE_C04F5.7	Caenorhabditis elegans	506	BX284605;	NP_504369.1;
Q9GZD8	unreviewed	Q9GZD8_CAEEL	Galectin	CELE_F49F1.11 F49F1.11	Caenorhabditis elegans	227	BX284604;	NP_500492.2;
Q9GZE3	unreviewed	Q9GZE3_CAEEL	ShKT domain-containing protein	mul-1 CELE_F49F1.6 F49F1.6	Caenorhabditis elegans	259	BX284604;	NP_500487.2;
Q9GZE5	unreviewed	Q9GZE5_CAEEL	ShKT domain-containing protein	drd-50 CELE_F49F1.1 F49F1.1	Caenorhabditis elegans	265	BX284604;	NP_500485.1;
Q9GZE8	unreviewed	Q9GZE8_CAEEL	glutathione-specific gamma-glutamylcyclotransferase (EC 4.3.2.7)	CELE_F22F7.7 F22F7.7	Caenorhabditis elegans	232	BX284605;	NP_503578.1;
Q9GZE9	reviewed	LDP1_CAEEL	Lipid droplet localized protein	ldp-1 F22F7.1	Caenorhabditis elegans	426	BX284605;BX284605;	NP_503577.1;NP_872194.2 [Q9GZE9-2];
Q9GZF2	unreviewed	Q9GZF2_CAEEL	Glycosyltransferase family 92 protein (EC 2.4.1.-)	CELE_F22F7.3 F22F7.3	Caenorhabditis elegans	537	BX284605;	NP_503574.3;
Q9GZF3	unreviewed	Q9GZF3_CAEEL	Choline/ethanolamine kinase	ckb-4 CELE_F22F7.5 F22F7.5	Caenorhabditis elegans	381	BX284605;	NP_503573.1;
Q9GZG1	unreviewed	Q9GZG1_CAEEL	Tyrosine-protein kinase (EC 2.7.10.2)	C18H7.4 CELE_C18H7.4	Caenorhabditis elegans	390	BX284604;	NP_499953.2;
Q9GZH0	unreviewed	Q9GZH0_CAEEL	Glycosyltransferase family 92 protein (EC 2.4.1.-)	CELE_T22D1.1 T22D1.1	Caenorhabditis elegans	528	BX284604;	NP_501069.2;
Q9GZI6	unreviewed	Q9GZI6_CAEEL	Transcription initiation factor TFIID subunit 6	taf-6.1 CELE_W09B6.2 W09B6.2	Caenorhabditis elegans	470	BX284602;	NP_493919.1;
